1,Bitcoin,BTC,None,47686.81,18917268 BTC,24582667004.25,0.50,2.98,-5.44
2,Ethereum,ETH,None,3769.70,118985060 ETH,9776191466.35,0.26,2.36,-7.91
3,Binance Coin,BNB,None,527.35,166801148 BNB *,1622547014.47,0.24,3.06,-3.65
4,Tether,USDT,None,1.00,78337882507 USDT *,43336209523.68,0.00,0.03,0.06
5,Solana,SOL,None,178.52,309149464 SOL *,1084780602.67,0.67,4.83,-7.56
6,Cardano,ADA,None,1.38,33485518330 ADA,851279685.18,0.26,5.10,-5.26
7,USD Coin,USDC,None,1.00,42451317815 USDC *,2655459065.21,0.04,0.00,0.02
8,XRP,XRP,None,0.8495,47535964473 XRP *,1156464024.18,0.26,2.20,-8.15
9,Terra,LUNA,None,91.36,361790989 LUNA *,1533679847.97,1.13,6.89,-6.95
10,Polkadot,DOT,None,28.58,987579315 DOT *,769282646.22,0.88,6.98,-0.88
11,Avalanche,AVAX,None,114.16,243568709 AVAX *,784319683.22,0.83,4.47,-0.76
12,Dogecoin,DOGE,None,0.173,132670764300 DOGE,371336089.01,0.19,1.49,-9.24
13,Shiba Inu,SHIB,None,0.00003414,549063278876302 SHIB *,608789557.78,0.27,2.16,-9.47
14,Polygon,MATIC,None,2.57,7162892403 MATIC *,985893783.45,0.79,1.89,-2.35
15,Crypto.com Coin,CRO,None,0.5853,25263013692 CRO *,156591910.64,0.74,4.99,-9.41
16,Binance USD,BUSD,None,1.00,14633196848 BUSD *,2762196944.61,0.01,-0.01,0.05
17,Wrapped Bitcoin,WBTC,None,47578.90,258141 WBTC *,201816317.81,0.30,2.47,-6.44
18,Algorand,ALGO,None,1.74,6373366130 ALGO *,312453114.97,-0.12,4.82,10.63
19,Uniswap,UNI,None,17.44,627267711 UNI *,215030557.26,1.03,2.20,-0.16
20,Litecoin,LTC,None,150.70,69321982 LTC,691648226.71,0.34,2.85,-4.49
21,TerraUSD,UST,None,1.00,10125873443 UST *,126635767.43,-0.11,-0.07,-0.07
22,Chainlink,LINK,None,20.67,467009550 LINK *,673457575.94,1.11,5.48,-6.58
23,Dai,DAI,None,0.9999,9300604652 DAI *,369649922.67,-0.01,0.08,-0.25
24,NEAR Protocol,NEAR,None,15.17,601159644 NEAR *,370791398.78,0.66,3.86,0.07
25,Bitcoin Cash,BCH,None,444.46,18943881 BCH,5200720288.97,0.33,3.21,-2.62
26,Cosmos,ATOM,None,36.17,226226028 ATOM *,1696613127.65,0.03,11.40,22.13
27,TRON,TRX,None,0.07661,101854170273 TRX *,1207176770.59,0.29,1.61,-6.00
28,Stellar,XLM,None,0.2763,24739003673 XLM *,257588527.03,0.54,3.34,-4.43
29,Fantom,FTM,None,2.58,2545006273 FTM *,852480114.32,2.51,14.55,22.19
30,Decentraland,MANA,None,3.35,1824540635 MANA *,295502068.14,0.35,2.28,-10.74
31,Axie Infinity,AXS,None,94.04,60907500 AXS *,199277571.29,0.27,0.80,-13.83
32,VeChain,VET,None,0.08672,64315576989 VET *,193046062.46,0.95,4.73,-8.53
33,FTX Token,FTT,None,40.20,138920527 FTT *,104359675.29,0.47,4.93,-6.02
34,The Sandbox,SAND,None,5.97,919498319 SAND *,653281371.72,0.90,2.14,-10.94
35,Hedera,HBAR,None,0.3009,18092792421 HBAR *,61977956.88,0.59,3.56,-4.52
36,Filecoin,FIL,None,35.85,144121176 FIL,268666137.33,0.96,4.62,-3.09
37,Bitcoin BEP2,BTCB,None,47532.61,105120 BTCB *,52021295.95,0.46,2.57,-6.07
38,Theta Network,THETA,None,4.95,1000000000 THETA *,111568120.88,0.86,4.91,-1.35
