1,Bitcoin,BTC,None,61004.41,18861043 BTC,36150572843.25,-0.22,-0.51,-3.23
2,Ethereum,ETH,None,4324.63,118169915 ETH,17985288261.13,0.25,0.85,2.53
3,Binance Coin,BNB,None,551.26,166801148 BNB *,2535579528.54,1.29,5.13,13.74
4,Tether,USDT,None,1.00,70245260762 USDT *,87025283378.00,-0.04,-0.01,0.09
5,Cardano,ADA,None,1.95,33270348897 ADA,2649338831.49,0.15,-0.76,-9.05
6,Solana,SOL,None,203.55,300941313 SOL *,3157612663.38,0.03,0.56,-3.12
7,XRP,XRP,None,1.09,47015237181 XRP *,3655823942.64,-0.12,-1.83,-0.21
8,Polkadot,DOT,None,49.98,987579315 DOT *,4338984539.27,0.74,16.94,12.25
9,SHIBA INU,SHIB,None,0.00007167,549095509738353 SHIB *,8120747917.82,0.63,6.59,69.97
10,Dogecoin,DOGE,None,0.2717,131943568830 DOGE,2784956027.04,0.20,-3.04,2.65
11,USD Coin,USDC,None,0.9999,33274034921 USDC *,4358098742.89,-0.03,0.01,0.02
12,Terra,LUNA,None,44.06,400282691 LUNA *,559201533.26,1.61,2.73,2.96
13,Uniswap,UNI,None,25.63,627596089 UNI *,356990406.32,0.17,2.55,-4.02
14,Chainlink,LINK,None,31.57,462509554 LINK *,1143381017.68,0.36,5.27,-2.76
15,Avalanche,AVAX,None,65.07,220286577 AVAX *,553398868.83,0.87,1.22,-6.81
16,Wrapped Bitcoin,WBTC,None,61054.31,230261 WBTC *,398919751.47,-0.16,-0.53,-3.22
17,Binance USD,BUSD,None,0.9997,13704966706 BUSD *,7578147023.94,-0.02,0.00,0.01
18,Litecoin,LTC,None,197.55,68880333 LTC,2301982951.15,0.47,2.99,1.15
19,Polygon,MATIC,None,1.90,6783681381 MATIC *,1201666926.30,0.35,-1.61,13.70
20,Algorand,ALGO,None,1.83,6204829604 ALGO *,285592980.32,0.30,0.27,-10.29
21,Bitcoin Cash,BCH,None,587.67,18888663 BCH,1208247148.47,-0.04,-1.44,-5.47
22,Stellar,XLM,None,0.3666,24191205323 XLM *,631127554.17,0.37,-1.69,-5.24
23,VeChain,VET,None,0.1369,64315576989 VET *,542258935.24,0.42,3.17,-3.89
24,Cosmos,ATOM,None,37.36,223868369 ATOM *,641024624.84,-0.18,0.25,5.92
25,Axie Infinity,AXS,None,137.07,60907500 AXS *,513865367.87,0.13,-0.89,3.95
26,Internet Computer,ICP,None,46.93,174464840 ICP *,392880478.17,1.13,4.22,-3.98
27,Filecoin,FIL,None,63.93,119137371 FIL,589412734.39,0.96,-0.75,0.00
28,THETA,THETA,None,7.33,1000000000 THETA *,413709863.47,0.47,1.99,7.93
29,TRON,TRX,None,0.1005,71659657369 TRX *,1724266846.93,0.21,-0.96,-0.16
30,FTX Token,FTT,None,59.13,120148849 FTT *,245339304.51,0.44,-0.41,-9.85
31,Ethereum Classic,ETC,None,53.80,130602085 ETC,842372552.31,-0.02,-0.97,-2.83
32,Fantom,FTM,None,2.70,2545006273 FTM *,593534901.92,0.47,-5.64,-11.23
33,Dai,DAI,None,1.00,6474951714 DAI *,867659184.94,0.01,0.10,0.09
34,Bitcoin BEP2,BTCB,None,61037.91,105098 BTCB *,62681503.77,0.17,-0.42,-3.25
35,Hedera,HBAR,None,0.4003,15018941582 HBAR *,222631417.09,0.71,-1.65,3.50
36,Decentraland,MANA,None,3.05,1816937591 MANA *,7550437208.57,1.15,5.39,276.73
37,Crypto.com Coin,CRO,None,0.2127,25263013692 CRO *,327643711.26,0.86,0.93,5.85
38,Tezos,XTZ,None,6.24,865324100 XTZ *,207455959.73,0.07,-1.33,-5.84
39,NEAR Protocol,NEAR,None,10.18,530254251 NEAR *,274302064.68,1.31,0.21,-17.37
40,Elrond,EGLD,None,269.59,19673966 EGLD *,126006580.59,0.07,-0.50,-8.50
41,Monero,XMR,None,271.11,18014104 XMR,209433058.88,-0.18,-0.95,-5.46
42,The Graph,GRT,None,0.9926,4715735200 GRT *,275617178.07,-0.53,-4.43,-4.05
43,EOS,EOS,None,4.63,962204557 EOS *,1086177993.47,-0.51,0.00,-3.68
44,PancakeSwap,CAKE,None,18.45,237722351 CAKE *,326457538.39,1.03,4.36,-7.02
45,Flow,FLOW,None,14.01,308132424 FLOW *,227875139.57,0.67,0.22,3.84
46,Aave,AAVE,None,324.04,13230559 AAVE *,290471935.03,0.86,3.14,3.58
47,THORChain,RUNE,None,15.87,257210215 RUNE *,287729473.13,1.86,7.24,14.86
48,Klaytn,KLAY,None,1.63,2518466588 KLAY *,108644107.64,-0.39,2.17,0.80
49,IOTA,MIOTA,None,1.41,2779530283 MIOTA *,97368309.88,0.70,-4.36,4.80
