1,Bitcoin,BTC,None,53967.85,18838337 BTC,34800873923.86,-0.25,0.30,12.16
2,Ethereum,ETH,None,3563.76,117848364 ETH,16222029488.20,-0.44,-0.67,7.75
3,Cardano,ADA,None,2.24,32025787327 ADA,1977478611.22,-0.23,-1.75,-0.93
4,Binance Coin,BNB,None,419.10,168137036 BNB *,2678048368.05,-0.58,-4.48,-0.60
5,Tether,USDT,None,1.00,68215069675 USDT *,79865522044.91,0.00,-0.03,-0.01
6,XRP,XRP,None,1.06,46805773456 XRP *,2577289115.24,-0.09,-0.48,1.94
7,Solana,SOL,None,158.95,299426427 SOL *,2781848649.82,-1.29,3.03,-1.69
8,USD Coin,USDC,None,0.9998,32903849848 USDC *,2716836269.76,-0.01,-0.02,0.02
9,Polkadot,DOT,None,33.37,987579315 DOT *,1540992723.58,-0.75,-1.77,4.39
10,Dogecoin,DOGE,None,0.2439,131610462914 DOGE,1952117191.08,-0.59,0.38,9.35
11,Terra,LUNA,None,43.29,401908696 LUNA *,1288643413.67,-1.19,-7.00,14.70
12,Uniswap,UNI,None,24.77,611643724 UNI *,368392614.43,-0.61,-3.00,-3.39
13,Avalanche,AVAX,None,60.52,220286577 AVAX *,812757714.01,-0.29,-1.57,-10.43
14,Binance USD,BUSD,None,0.9999,13091134137 BUSD *,7070649399.98,-0.02,-0.03,0.03
15,Litecoin,LTC,None,175.97,68706045 LTC,3235639420.18,-0.45,-1.57,5.92
16,Chainlink,LINK,None,26.40,457509554 LINK *,907071602.97,-0.40,-1.61,0.39
17,Algorand,ALGO,None,1.90,6139439773 ALGO *,596084287.96,-0.83,0.58,7.04
18,Wrapped Bitcoin,WBTC,None,53959.81,208969 WBTC *,291061878.37,-0.31,0.14,12.11
19,Bitcoin Cash,BCH,None,595.77,18867200 BCH,1241653777.29,-0.53,-2.68,9.66
20,SHIBA INU,SHIB,None,0.00002735,394796000000000 SHIB *,12326548369.15,-2.74,20.81,255.27
21,Polygon,MATIC,None,1.34,6719001035 MATIC *,1257107167.46,-1.26,5.29,6.15
22,Filecoin,FIL,None,79.36,110707316 FIL,1900433977.06,-1.66,11.06,10.97
23,Internet Computer,ICP,None,49.27,167115443 ICP *,445440099.20,-0.50,-3.39,-4.96
24,Stellar,XLM,None,0.3358,23862600948 XLM *,715075456.69,-0.68,-2.41,11.79
25,Cosmos,ATOM,None,34.98,222607938 ATOM *,609634575.36,-1.45,-4.75,-7.54
26,Axie Infinity,AXS,None,126.37,60907500 AXS *,1325554235.65,-0.43,1.49,14.32
27,VeChain,VET,None,0.1115,64315576989 VET *,376469701.22,-0.40,-0.15,3.17
28,TRON,TRX,None,0.09767,71659657369 TRX *,1430548633.12,-0.26,2.26,3.10
29,Ethereum Classic,ETC,None,53.67,130446985 ETC,824433818.40,-0.65,-1.19,3.36
30,FTX Token,FTT,None,55.13,120455699 FTT *,276539245.15,-0.35,-1.14,-0.21
31,Dai,DAI,None,0.9999,6474951714 DAI *,339851985.30,-0.03,-0.03,-0.04
32,THETA,THETA,None,6.46,1000000000 THETA *,294089233.01,-0.03,-0.68,7.66
33,Tezos,XTZ,None,7.29,862434073 XTZ *,686677238.19,-0.74,-4.40,8.87
34,Fantom,FTM,None,2.31,2545006273 FTM *,3046984914.21,-3.19,14.25,62.55
35,Bitcoin BEP2,BTCB,None,54040.46,105128 BTCB *,53326755.21,-0.19,0.57,12.42
