1,Bitcoin,BTC,None,46707.01,18905325 BTC,25154053860.63,-1.48,-0.30,-6.77
2,Ethereum,ETH,None,3922.59,118808565 ETH,16167785597.07,-1.59,-0.97,-5.12
3,Binance Coin,BNB,None,529.97,166801148 BNB *,1199582659.35,-0.73,-0.73,-7.16
4,Tether,USDT,None,1,76289909012 USDT *,49752180810.33,-0.04,-0.02,-0.11
5,Solana,SOL,None,180.10,308113743 SOL *,1678714066.28,-1.89,-1.50,3.84
6,Cardano,ADA,None,1.24,34159510418 ADA,1220196478.84,-1.39,0.17,-7.62
7,USD Coin,USDC,None,0.9999,42066799177 USDC *,3413716404.12,-0.12,0.00,-0.04
8,XRP,XRP,None,0.835,47247295769 XRP *,1576121375.25,-0.70,0.93,-0.75
9,Terra,LUNA,None,78.23,374040100 LUNA *,2292707388.30,0.68,5.72,26.34
10,Avalanche,AVAX,None,107.67,243188891 AVAX *,1025197695.13,-2.04,-7.19,22.21
11,Polkadot,DOT,None,24.79,987579315 DOT *,744698641.84,-1.23,-2.74,-16.27
12,Dogecoin,DOGE,None,0.1696,132589974327 DOGE,541018117.80,-0.91,-1.64,-0.19
13,SHIBA INU,SHIB,None,0.00003079,549057307872741 SHIB *,614447517.20,-1.04,-2.03,-15.98
14,Polygon,MATIC,None,2.22,7081682963 MATIC *,1597030216.25,-1.13,-0.41,6.48
15,Binance USD,BUSD,None,0.9999,14377988824 BUSD *,3406212587.92,0.02,-0.07,-0.02
16,Crypto.com Coin,CRO,None,0.5141,25263013692 CRO *,168786872.90,-1.80,-2.45,-14.85
17,Wrapped Bitcoin,WBTC,None,46596.29,258940 WBTC *,268036541.05,-0.97,-0.26,-6.13
18,Litecoin,LTC,None,153.08,69225757 LTC,1587190278.18,-1.70,2.87,-3.85
19,Uniswap,UNI,None,14.96,627966357 UNI *,194450338.50,-1.72,-3.99,-6.63
20,Dai,DAI,None,0.9994,9227495283 DAI *,517768581.48,-0.09,-0.15,-0.26
21,TerraUSD,UST,None,1.00,8967795273 UST *,122647213.72,-0.20,0.08,0.00
22,Chainlink,LINK,None,18.85,467009550 LINK *,711425524.53,-1.79,-3.41,-7.84
23,Algorand,ALGO,None,1.36,6331059864 ALGO *,156250485.75,-1.47,-1.67,-12.09
24,Bitcoin Cash,BCH,None,433.02,18932125 BCH,4907156809.85,-1.12,-0.70,-5.60
25,TRON,TRX,None,0.07953,101872939198 TRX *,775625740.57,-1.06,-1.13,-12.74
26,Stellar,XLM,None,0.2533,24651226323 XLM *,360812096.37,-0.84,-0.76,-8.32
27,Decentraland,MANA,None,3.26,1824564935 MANA *,999804449.07,-1.87,-4.98,-10.30
28,Hedera,HBAR,None,0.3236,18092792421 HBAR *,219593440.69,-1.42,4.67,26.44
29,Axie Infinity,AXS,None,95.30,60907500 AXS *,194757716.95,-1.05,-0.89,-8.59
30,FTX Token,FTT,None,39.75,139132501 FTT *,88118570.23,-1.28,-0.36,-3.71
31,NEAR Protocol,NEAR,None,9.01,583297019 NEAR *,477908918.28,-1.90,7.11,-14.90
32,VeChain,VET,None,0.08026,64315576989 VET *,230077251.80,-1.67,-4.74,-7.75
33,Cosmos,ATOM,None,22.14,226226028 ATOM *,273359311.14,-1.82,-4.47,-9.89
34,Filecoin,FIL,None,35.79,139582928 FIL,197139067.12,-1.00,-1.38,-10.06
35,Bitcoin BEP2,BTCB,None,46675.09,105113 BTCB *,98365421.59,-1.60,-0.41,-6.78
36,Elrond,EGLD,None,246.77,19896967 EGLD *,147288918.39,-0.70,-2.76,-6.20
37,Ethereum Classic,ETC,None,34.86,131744280 ETC,347627483.80,-1.28,-0.58,-8.18
38,The Sandbox,SAND,None,5.02,915364619 SAND *,754247978.04,-1.27,-2.79,-8.36
39,Internet Computer,ICP,None,22.67,190384393 ICP *,202770111.79,-1.52,-4.16,-20.43
40,THETA,THETA,None,4.13,1000000000 THETA *,98414500.04,-1.80,1.16,-6.69
41,Tezos,XTZ,None,4.14,871267509 XTZ *,110118940.78,-1.56,-2.56,-8.89
42,Fantom,FTM,None,1.43,2545006273 FTM *,252839691.51,-1.60,0.47,-4.26
43,Helium,HNT,None,32.00,104499764 HNT,15588512.88,-0.99,-2.35,7.50
44,Monero,XMR,None,183.85,18048974 XMR,118792851.81,-0.59,1.48,-7.16
45,UNUS SED LEO,LEO,None,3.48,953954130 LEO *,2830243.39,-0.03,-1.06,-6.71
46,Klaytn,KLAY,None,1.25,2554793908 KLAY *,31631738.32,-0.79,-1.94,-7.28
47,PancakeSwap,CAKE,None,12.52,250887055 CAKE *,177527235.56,-0.18,-1.02,7.75
48,EOS,EOS,None,3.19,975618710 EOS *,572141861.32,-1.38,-1.79,-4.44
49,Gala,GALA,None,0.4438,6977205436 GALA *,395736328.82,-1.65,-4.70,-24.95
50,The Graph,GRT,None,0.6412,4715735200 GRT *,163118121.38,-0.53,5.81,-6.46
51,IOTA,MIOTA,None,1.06,2779530283 MIOTA *,33665892.42,-1.48,-5.63,-6.66
52,Harmony,ONE,None,0.2457,11472753732 ONE *,258604985.35,1.54,17.54,30.48
53,Loopring,LRC,None,2.05,1328333700 LRC *,128211584.49,-0.44,-1.19,-16.49
54,Stacks,STX,None,2.07,1290007436 STX *,53140522.28,-1.64,-1.26,-3.01
55,Flow,FLOW,None,8.35,316835587 FLOW *,45208796.65,-0.53,-1.42,-9.42
56,BitTorrent,BTT,None,0.002657,990000000000 BTT *,247874446.01,-1.11,-1.21,-19.33
57,Aave,AAVE,None,183.30,13441197 AAVE *,165238600.93,-1.88,-5.17,1.86
58,Maker,MKR,None,2371.30,987418 MKR *,56972909.83,-1.55,-4.05,-4.03
59,Kusama,KSM,None,274.45,8470098 KSM *,39952865.67,-1.28,-1.91,-9.84
60,Bitcoin SV,BSV,None,123.11,18928433 BSV,424672258.11,-1.10,-3.07,-8.31
61,Quant,QNT,None,182.28,12072738 QNT *,29985714.42,-1.20,-1.81,-8.36
62,Zcash,ZEC,None,157.64,13338138 ZEC,308405230.10,-1.47,-0.03,-7.20
63,eCash,XEC,None,0.000109,18928173423313 XEC *,16295285.18,-0.52,-2.04,-6.85
64,Amp,AMP,None,0.04803,42227702186 AMP *,15151782.00,-0.27,-1.10,-8.17
65,Arweave,AR,None,59.22,33394701 AR *,92261120.93,-1.20,11.89,41.31
66,Enjin Coin,ENJ,None,2.34,843920984 ENJ *,167656330.92,-1.70,-3.14,-13.32
67,OKB,OKB,None,32.75,60000000 OKB *,293171618.03,1.71,5.19,21.06
68,Curve DAO Token,CRV,None,4.15,437140487 CRV *,310724467.95,-2.24,-8.35,7.99
69,Neo,NEO,None,25.35,70538831 NEO *,146826887.82,-1.29,-2.03,-10.03
70,Waves,WAVES,None,16.12,107000284 WAVES *,110587410.53,-1.96,-6.97,-3.29
71,Kadena,KDA,None,10.68,161777454 KDA,32438473.59,-2.08,-4.99,-2.46
72,KuCoin Token,KCS,None,21.24,80118638 KCS *,9149123.90,-0.55,-1.12,1.10
73,Basic Attention Token,BAT,None,1.13,1493864568 BAT *,200117140.06,-1.93,-3.68,-5.70
74,Huobi Token,HT,None,10.13,157723680 HT *,114652054.62,-0.66,0.96,0.72
75,THORChain,RUNE,None,6.17,258210215 RUNE *,18053472.08,-1.78,-4.64,-13.34
76,Chiliz,CHZ,None,0.263,5954921248 CHZ *,117455038.25,-1.29,-3.43,-13.44
77,Celo,CELO,None,4.08,367204495 CELO *,55912358.78,-1.77,1.29,5.99
