1,Bitcoin,BTC,None,41564.36,18829862 BTC,30602359904.85,0.40,1.29,-4.61
2,Ethereum,ETH,None,2853.14,117727856 ETH,15763456157.67,0.47,1.63,-7.30
3,Tether,USDT,None,1.00,68467569675 USDT *,64767185195.29,0.04,0.00,0.02
4,Cardano,ADA,None,2.07,32025787327 ADA,2869486116.62,0.76,1.30,-8.85
5,Binance Coin,BNB,None,367.99,168137036 BNB *,2385693433.95,0.21,10.50,-3.02
6,XRP,XRP,None,0.9283,46750439262 XRP *,3558174319.64,0.43,3.88,-7.54
7,Solana,SOL,None,135.35,297553710 SOL *,2428105039.64,0.24,2.90,-8.50
8,USD Coin,USDC,None,1.00,31390535918 USDC *,3096200241.87,0.03,0.00,0.08
9,Polkadot,DOT,None,27.27,987579315 DOT *,1537170122.54,0.60,3.57,-13.72
10,Dogecoin,DOGE,None,0.1989,131487708520 DOGE,926737134.70,0.70,1.05,-11.56
11,Avalanche,AVAX,None,65.52,220286577 AVAX *,1366679672.50,1.65,6.51,-11.68
12,Uniswap,UNI,None,23.05,611643724 UNI *,853259461.87,1.08,-0.04,6.53
13,Binance USD,BUSD,None,1.00,13623165439 BUSD *,4305565874.58,0.04,0.01,0.09
14,Terra,LUNA,None,34.19,399603256 LUNA *,1141052734.58,0.42,3.08,2.74
15,Chainlink,LINK,None,22.88,455009554 LINK *,1000762987.04,0.92,3.52,-6.58
16,Litecoin,LTC,None,144.92,66752615 LTC,2611872987.33,0.49,3.07,-10.22
17,Algorand,ALGO,None,1.61,5985450563 ALGO *,535584346.60,1.30,2.76,-12.87
18,Bitcoin Cash,BCH,None,485.42,18859175 BCH,1087541063.20,1.00,2.30,-11.36
19,Wrapped Bitcoin,WBTC,None,41529.93,206021 WBTC *,445898810.31,0.31,1.19,-4.65
20,Cosmos,ATOM,None,33.95,222147492 ATOM *,1083210669.45,1.25,0.84,-15.09
21,Internet Computer,ICP,None,44.50,166384113 ICP *,281995995.17,3.16,8.67,-10.96
22,Polygon,MATIC,None,1.10,6672300637 MATIC *,579309056.96,0.60,4.67,-10.70
23,Dai,DAI,None,1.00,6474951714 DAI *,476616452.75,0.07,0.15,0.00
24,Stellar,XLM,None,0.2703,23755248926 XLM *,476652882.29,1.12,5.26,-7.86
25,Filecoin,FIL,None,57.07,109712354 FIL,950215363.23,0.67,2.94,-23.48
26,TRON,TRX,None,0.08595,71659657369 TRX *,1177606321.45,0.50,3.37,-12.99
27,FTX Token,FTT,None,49.95,120546132 FTT *,481700161.44,0.49,3.74,-10.54
28,Ethereum Classic,ETC,None,45.60,130360387 ETC,788760881.75,0.43,1.24,-11.15
29,VeChain,VET,None,0.08467,64315576989 VET *,325932232.09,1.04,3.37,-14.43
30,Tezos,XTZ,None,5.63,861348212 XTZ *,618419398.43,1.17,3.07,0.46
31,THETA,THETA,None,4.83,1000000000 THETA *,240286444.87,0.44,2.93,-13.33
32,eCash,XEC,None,0.0002369,18857023423313 XEC *,166478729.12,-0.91,-7.33,3.48
33,Bitcoin BEP2,BTCB,None,41560.26,105143 BTCB *,40757132.03,0.48,1.52,-4.65
34,Axie Infinity,AXS,None,69.51,60907500 AXS *,700067304.79,0.12,0.81,12.56
35,Monero,XMR,None,234.15,18002175 XMR,193353307.54,0.76,1.98,-4.54
36,PancakeSwap,CAKE,None,18.54,226577974 CAKE *,301239679.12,0.42,2.38,-8.28
37,Elrond,EGLD,None,203.55,19516299 EGLD *,168458788.13,0.76,1.86,-11.78
38,Crypto.com Coin,CRO,None,0.1502,25263013692 CRO *,33334091.47,0.06,2.61,-10.05
39,EOS,EOS,None,3.75,959426809 EOS *,1102027172.15,0.54,1.85,-12.87
40,Aave,AAVE,None,265.36,13188563 AAVE *,211058226.15,0.60,1.74,-12.18
41,Quant,QNT,None,271.78,12072738 QNT *,67433246.94,-0.51,-1.83,-13.04
42,Hedera Hashgraph,HBAR,None,0.311,10288893733 HBAR *,331753290.00,-0.15,2.25,-15.28
43,NEAR Protocol,NEAR,None,6.67,469833753 NEAR *,319100828.64,0.43,4.17,-14.54
44,Fantom,FTM,None,1.20,2545006273 FTM *,399546152.72,1.51,2.73,-3.45
45,The Graph,GRT,None,0.634,4715735200 GRT *,83214945.47,0.90,0.83,-15.02
46,IOTA,MIOTA,None,1.06,2779530283 MIOTA *,97274464.70,1.23,0.30,-22.89
47,UNUS SED LEO,LEO,None,2.92,953954130 LEO *,2367805.32,-0.15,8.67,-4.02
48,SHIBA INU,SHIB,None,0.000007012,394796000000000 SHIB *,193035724.83,0.03,0.48,-3.16
49,Kusama,KSM,None,323.18,8470098 KSM *,156264279.16,1.00,1.52,-7.35
50,TerraUSD,UST,None,1.00,2674925012 UST *,74624531.37,0.01,0.00,0.04
51,Klaytn,KLAY,None,1.04,2508810013 KLAY *,86500072.07,0.28,1.04,-10.12
52,Neo,NEO,None,37.15,70538831 NEO *,333199519.57,0.36,3.28,-13.68
53,Waves,WAVES,None,23.20,106299028 WAVES *,129526090.94,0.24,1.09,-6.06
54,Bitcoin SV,BSV,None,126.88,18855895 BSV,309867309.03,0.37,1.82,-13.66
55,Maker,MKR,None,2227.24,991328 MKR *,143786357.40,0.41,0.09,-11.98
56,BitTorrent,BTT,None,0.003029,659952625000 BTT *,167702098.81,0.32,2.04,-13.90
57,Amp,AMP,None,0.04346,42227702186 AMP *,12297546.30,0.64,0.99,-8.00
58,Celo,CELO,None,5.70,306819314 CELO *,156504622.35,0.91,-2.10,-13.03
59,Compound,COMP,None,306.84,5506108 COMP *,236042520.68,-2.24,-4.13,-11.81
60,Helium,HNT,None,16.97,98764080 HNT,22311809.02,0.75,0.34,-9.85
61,Dash,DASH,None,152.74,10357743 DASH,252111276.07,0.62,3.71,-13.10
62,XDC Network,XDC,None,0.1269,12298468300 XDC *,6246561.18,-0.14,-3.08,3.82
63,Harmony,ONE,None,0.1444,10571411294 ONE *,95029799.03,0.47,-1.18,5.41
64,OMG Network,OMG,None,10.30,140245398 OMG *,1516459110.33,1.49,15.89,7.47
65,dYdX,DYDX,None,26.71,55679060 DYDX *,2052235474.77,3.84,18.95,82.42
66,Chiliz,CHZ,None,0.2494,5911076911 CHZ *,138433854.49,0.60,2.03,-14.46
67,THORChain,RUNE,None,6.54,224410215 RUNE *,51506885.48,0.56,-1.18,-15.47
68,Stacks,STX,None,1.14,1249128852 STX *,25758156.53,0.50,0.61,-17.08
69,TrueUSD,TUSD,None,1.00,1400070125 TUSD *,104624218.29,0.05,0.01,0.06
70,Arweave,AR,None,40.66,33394701 AR *,50411755.23,0.74,6.38,-13.30
71,Decred,DCR,None,100.45,13357653 DCR,15152138.11,0.56,4.48,-14.46
72,Theta Fuel,TFUEL,None,0.2533,5301214400 TFUEL *,29527563.87,0.36,0.23,-9.87
