1,Bitcoin,BTC,None,47706.12,18796431 BTC,35361168833.64,-1.28,-3.71,6.74
2,Ethereum,ETH,None,3172.46,117242250 ETH,20131028905.81,-1.29,-4.42,5.23
3,Cardano,ADA,None,2.72,32143049564 ADA,9395142432.64,-2.74,-6.73,41.24
4,Binance Coin,BNB,None,471.60,168137036 BNB *,2978438301.15,-1.68,-5.66,17.34
5,Tether,USDT,None,1.00,65006834131 USDT *,82298987460.54,-0.01,-0.05,0.00
6,XRP,XRP,None,1.14,46513604835 XRP *,6109699877.12,-3.31,-8.81,3.57
7,Dogecoin,DOGE,None,0.2887,130991421415 DOGE,3143768702.75,-2.69,-9.18,-3.57
8,USD Coin,USDC,None,1.00,26981432215 USDC *,2963784031.58,0.01,-0.03,-0.01
9,Polkadot,DOT,None,25.08,987579315 DOT *,2018934381.52,-2.71,-10.07,6.58
10,Solana,SOL,None,70.67,290662447 SOL *,2153611667.43,-2.19,-6.65,10.06
11,Uniswap,UNI,None,26.65,611605087 UNI *,439737888.58,-2.10,-7.43,0.86
12,Terra,LUNA,None,29.67,404518563 LUNA *,2318015351.12,-5.00,-0.82,17.58
13,Binance USD,BUSD,None,1.00,12173655261 BUSD *,6262741423.31,0.01,-0.04,-0.01
14,Bitcoin Cash,BCH,None,637.41,18826638 BCH,2690364537.62,-1.41,-5.95,-0.22
15,Litecoin,LTC,None,173.58,66752615 LTC,1968635010.35,-2.15,-7.23,2.80
16,Chainlink,LINK,None,25.75,447509554 LINK *,1613899031.78,-2.67,-9.81,-1.55
17,Avalanche,AVAX,None,55.35,173823591 AVAX *,2249385586.71,-4.38,19.15,135.21
18,Polygon,MATIC,None,1.47,6477576924 MATIC *,1042021629.52,-2.66,-9.21,9.10
19,Wrapped Bitcoin,WBTC,None,47795.17,197124 WBTC *,256097532.65,-1.04,-3.48,7.00
20,Internet Computer,ICP,None,59.29,156906391 ICP *,473736238.84,-2.72,-9.73,5.87
21,Stellar,XLM,None,0.3508,23580955078 XLM *,629936533.15,-2.32,-7.38,2.66
22,Ethereum Classic,ETC,None,62.91,129172295 ETC,2825985421.49,-2.15,-7.81,-0.06
23,VeChain,VET,None,0.1214,64315576989 VET *,1129142223.07,-3.28,-7.76,2.76
24,Filecoin,FIL,None,74.42,99184881 FIL,890252683.83,-1.55,-6.95,7.00
25,THETA,THETA,None,7.06,1000000000 THETA *,532663842.66,-2.25,-9.91,1.31
26,TRON,TRX,None,0.08462,71659657369 TRX *,1430714353.74,-1.82,-5.92,-0.62
27,Dai,DAI,None,1.00,6057760443 DAI *,514890715.14,0.02,-0.04,0.06
28,Monero,XMR,None,307.54,17979670 XMR,324926842.73,-2.27,-3.39,20.01
29,PancakeSwap,CAKE,None,23.66,213565559 CAKE *,574578659.88,-2.13,-6.20,10.42
30,Aave,AAVE,None,378.19,13145233 AAVE *,387051016.56,-2.22,-7.40,-0.84
31,EOS,EOS,None,5.06,956340010 EOS *,1669444939.27,-2.61,-9.54,0.03
32,FTX Token,FTT,None,47.46,94346958 FTT *,247256023.37,-2.16,-6.34,6.02
