1,Bitcoin,BTC,None,31022.91,19036431 BTC,59811038817.27,0.56,2.40,-17.82
2,Ethereum,ETH,None,2343.51,120726957 ETH,38202099639.11,1.03,4.37,-15.81
3,Tether,USDT,None,0.9998,83167194183 USDT *,128692083965.30,0.00,-0.01,-0.03
4,BNB,BNB,None,319.33,163276975 BNB *,3210603808.60,1.51,6.67,-16.73
5,USD Coin,USDC,None,0.9998,48453043317 USDC *,8611992227.95,-0.07,0.02,-0.03
6,XRP,XRP,None,0.5136,48343101197 XRP *,3455777036.11,1.63,4.20,-15.08
7,Solana,SOL,None,66.77,336624446 SOL *,3677013065.81,2.51,5.53,-22.22
8,Cardano,ADA,None,0.629,33752565071 ADA,2372592083.80,0.26,3.09,-18.44
9,Binance USD,BUSD,None,0.9997,17098447760 BUSD *,8730362344.15,0.12,-0.11,0.10
10,Dogecoin,DOGE,None,0.1085,132670764300 DOGE,1723066437.76,0.76,3.49,-16.25
11,TerraUSD,UST,None,0.7999,17538112761 UST *,4905955010.55,8.96,0.82,-20.03
12,Avalanche,AVAX,None,44.56,268968971 AVAX *,1624448831.67,1.34,6.17,-25.31
13,Polkadot,DOT,None,11.36,987579315 DOT *,1771556666.77,2.22,5.49,-22.87
14,Shiba Inu,SHIB,None,0.00001621,549063278876302 SHIB *,1923105328.53,1.19,12.70,-20.23
15,Wrapped Bitcoin,WBTC,None,31029.58,284305 WBTC *,488486315.86,0.91,2.07,-17.84
16,TRON,TRX,None,0.077,98194961807 TRX *,2462951534.50,1.41,5.10,6.44
17,Dai,DAI,None,0.9999,7349765768 DAI *,610204472.38,0.00,0.16,0.00
18,Polygon,MATIC,None,0.8904,7848866567 MATIC *,1574312270.50,0.87,8.33,-17.25
19,Terra,LUNA,None,17.52,377576652 LUNA *,10452679385.94,9.55,-45.25,-78.79
20,NEAR Protocol,NEAR,None,9.60,681028891 NEAR *,1605929552.81,2.22,0.71,-20.14
21,Cronos,CRO,None,0.2304,25263013692 CRO *,110785498.00,0.82,9.76,-20.82
22,Litecoin,LTC,None,80.23,70257931 LTC,1720920553.05,0.94,2.91,-19.24
23,UNUS SED LEO,LEO,None,5.42,953954130 LEO *,7096372.04,-0.36,4.15,-3.32
24,FTX Token,FTT,None,33.13,136538848 FTT *,208466568.15,0.81,8.50,-12.37
25,Bitcoin Cash,BCH,None,231.91,19059875 BCH,3859737062.82,1.98,4.47,-17.02
26,Uniswap,UNI,None,6.08,690684042 UNI *,369212661.16,1.15,0.31,-11.28
27,Chainlink,LINK,None,8.58,467009550 LINK *,1009826814.30,1.49,3.77,-22.81
28,Algorand,ALGO,None,0.5849,6809460348 ALGO *,585516112.75,1.61,0.73,-12.68
