1,Bitcoin,BTC,None,51514.81,18835850 BTC,35873904236.33,0.35,4.89,25.54
2,Ethereum,ETH,None,3518.52,117808190 ETH,16632591669.90,0.32,4.10,25.33
3,Binance Coin,BNB,None,442.71,168137036 BNB *,1526827784.99,0.24,3.98,32.93
4,Cardano,ADA,None,2.23,32025787327 ADA,2090074822.31,0.40,2.00,9.51
5,Tether,USDT,None,1.00,68024069675 USDT *,76210707721.61,0.06,0.06,0.01
6,XRP,XRP,None,1.09,46750439262 XRP *,3251465578.54,1.42,4.07,21.46
7,Solana,SOL,None,164.12,297975888 SOL *,2541087419.20,0.30,-1.57,24.77
8,Dogecoin,DOGE,None,0.252,131569625949 DOGE,4628329381.44,0.20,4.63,28.05
9,USD Coin,USDC,None,0.9998,32372129038 USDC *,2723328431.31,0.05,0.04,-0.05
10,Polkadot,DOT,None,31.43,987579315 DOT *,1258661014.89,-0.17,1.24,19.34
11,Terra,LUNA,None,44.71,399585666 LUNA *,1359206095.80,-1.14,-4.31,34.81
12,Uniswap,UNI,None,25.66,611643724 UNI *,401440870.64,-0.03,1.43,11.30
13,Avalanche,AVAX,None,64.65,220286577 AVAX *,813159956.61,0.01,-0.78,5.09
14,Binance USD,BUSD,None,1,13059492391 BUSD *,6030695328.09,0.07,0.04,-0.04
15,Chainlink,LINK,None,27.24,456509554 LINK *,923894408.34,0.52,2.57,23.26
16,Algorand,ALGO,None,1.95,6136296236 ALGO *,633197148.88,0.35,1.05,25.06
17,Litecoin,LTC,None,173.89,68685520 LTC,2779608244.09,0.23,3.79,23.68
18,Bitcoin Cash,BCH,None,594.04,18864675 BCH,1197469913.94,-0.68,7.70,25.19
19,Wrapped Bitcoin,WBTC,None,51482.85,206870 WBTC *,262280446.92,0.20,4.88,25.44
20,Internet Computer,ICP,None,54.43,167073382 ICP *,701132389.41,-0.42,11.23,32.93
21,Polygon,MATIC,None,1.31,6672300637 MATIC *,736824007.60,0.57,3.35,25.15
22,Cosmos,ATOM,None,36.73,222451974 ATOM *,822596607.29,0.27,0.04,9.10
23,Axie Infinity,AXS,None,128.99,60907500 AXS *,2090557470.89,-0.71,-3.71,87.08
24,Filecoin,FIL,None,70.96,110367243 FIL,1032855567.13,0.29,2.05,28.01
25,Stellar,XLM,None,0.3191,23798312605 XLM *,628491274.12,0.59,3.04,24.28
26,VeChain,VET,None,0.1134,64315576989 VET *,493974785.93,0.25,3.75,38.40
27,Ethereum Classic,ETC,None,54.41,130384420 ETC,970419397.56,0.32,3.61,20.81
28,FTX Token,FTT,None,58.94,120455699 FTT *,428719248.85,1.12,5.56,22.42
29,Tezos,XTZ,None,7.97,862078400 XTZ *,835472832.98,0.90,-4.39,45.89
30,TRON,TRX,None,0.09618,71659657369 TRX *,1803369231.05,-0.69,2.86,15.68
31,THETA,THETA,None,6.73,1000000000 THETA *,535180880.12,0.67,12.06,43.36
32,SHIBA INU,SHIB,None,0.00001729,394796000000000 SHIB *,9382762020.28,2.07,28.10,147.76
33,Dai,DAI,None,1.00,6474951714 DAI *,391541822.84,0.05,0.12,0.19
34,Hedera Hashgraph,HBAR,None,0.4009,14832756028 HBAR *,268413970.15,-0.23,-0.73,31.81
35,Bitcoin BEP2,BTCB,None,51642.13,105149 BTCB *,45876030.56,0.42,5.11,26.14
36,Monero,XMR,None,270.75,18005838 XMR,241679024.64,-0.55,2.54,17.92
37,Elrond,EGLD,None,244.73,19544941 EGLD *,167078529.44,0.11,2.24,22.46
38,Crypto.com Coin,CRO,None,0.1815,25263013692 CRO *,54571893.98,0.34,1.14,23.95
39,EOS,EOS,None,4.73,959930624 EOS *,1392838729.54,0.15,3.05,28.58
40,PancakeSwap,CAKE,None,19.98,228596846 CAKE *,266285704.72,1.45,3.70,10.31
41,eCash,XEC,None,0.0002339,18861892173313 XEC *,342308314.74,1.22,-0.34,-8.50
42,Aave,AAVE,None,307.55,13191488 AAVE *,250004924.50,0.09,2.42,17.91
43,NEAR Protocol,NEAR,None,8.00,473713943 NEAR *,256228409.73,0.79,5.09,24.95
44,Quant,QNT,None,303.33,12072738 QNT *,66647039.04,-0.70,-0.63,9.57
45,Klaytn,KLAY,None,1.44,2510481307 KLAY *,148657933.33,1.23,11.14,39.46
46,Fantom,FTM,None,1.41,2545006273 FTM *,254711295.99,0.92,1.37,20.46
47,The Graph,GRT,None,0.7569,4715735200 GRT *,148842714.29,0.86,5.98,20.38
48,IOTA,MIOTA,None,1.23,2779530283 MIOTA *,81314655.44,0.85,2.82,17.21
49,Neo,NEO,None,46.83,70538831 NEO *,463234958.63,-0.01,9.04,30.19
50,Waves,WAVES,None,27.61,106351036 WAVES *,165444471.50,0.22,6.41,20.34
51,Bitcoin SV,BSV,None,154.96,18861339 BSV,296145683.36,-1.00,7.06,24.36
52,Kusama,KSM,None,337.18,8470098 KSM *,113708645.24,0.24,-0.47,5.92
53,UNUS SED LEO,LEO,None,2.96,953954130 LEO *,2743505.73,-0.24,1.79,10.26
54,TerraUSD,UST,None,1.00,2684775687 UST *,82910456.42,0.07,0.06,0.17
55,Maker,MKR,None,2544.34,991328 MKR *,113047899.53,0.05,0.36,14.34
56,BitTorrent,BTT,None,0.003722,659952625000 BTT *,541321226.94,0.26,7.53,25.40
57,Amp,AMP,None,0.05285,42227702186 AMP *,70230734.77,1.97,-0.61,22.82
58,Helium,HNT,None,21.68,99228119 HNT,35161944.80,-0.35,4.20,28.23
59,OMG Network,OMG,None,15.54,140245398 OMG *,1488456591.72,-1.06,-6.29,74.80
60,THORChain,RUNE,None,8.92,224410215 RUNE *,77524220.04,0.89,-2.19,34.80
61,Celo,CELO,None,5.91,326913145 CELO *,122113174.59,-0.16,-1.42,1.54
62,Dash,DASH,None,182.54,10366542 DASH,213249609.98,-0.19,5.00,23.95
63,Harmony,ONE,None,0.1754,10662710443 ONE *,127532359.69,0.22,-1.02,20.03
64,Chiliz,CHZ,None,0.3062,5911076911 CHZ *,297493812.55,-0.07,8.13,25.25
65,Arweave,AR,None,53.25,33394701 AR *,29322338.59,0.17,0.66,39.29
66,Stacks,STX,None,1.41,1250018870 STX *,42504306.90,0.88,-0.42,24.65
67,XDC Network,XDC,None,0.1394,12299858392 XDC *,10959342.85,-0.16,10.13,6.47
68,Holo,HOT,None,0.009863,172895870443 HOT *,360487547.40,-0.10,8.69,31.89
69,Compound,COMP,None,310.21,5506108 COMP *,238840434.18,0.86,-0.87,-3.08
70,Decred,DCR,None,125.40,13375599 DCR,12069874.13,-0.31,-0.33,30.43
71,Theta Fuel,TFUEL,None,0.3089,5301214400 TFUEL *,58967761.15,0.99,4.37,22.25
72,Zcash,ZEC,None,123.16,12801069 ZEC,177205093.64,0.13,5.54,22.27
73,ICON,ICX,None,2.30,671549143 ICX *,375973343.04,-0.49,5.89,63.42
74,NEM,XEM,None,0.1705,8999999999 XEM *,91579485.77,0.79,7.89,26.49
75,Revain,REV,None,0.01788,85061485690 REV *,2811919.86,-0.75,0.71,18.16
76,Enjin Coin,ENJ,None,1.69,834340660 ENJ *,168913414.35,-0.37,7.74,40.40
77,Decentraland,MANA,None,0.7817,1816969391 MANA *,119228151.32,0.47,2.01,26.25
78,SushiSwap,SUSHI,None,10.79,127244443 SUSHI *,246359983.31,1.10,4.15,11.56
79,Celsius,CEL,None,5.72,238863520 CEL *,5515560.38,0.27,2.37,15.00
80,TrueUSD,TUSD,None,0.9999,1344818013 TUSD *,87556286.91,0.06,0.04,-0.03
81,Huobi Token,HT,None,8.08,164081489 HT *,106393798.45,-0.31,-0.12,8.32
82,Qtum,QTUM,None,13.25,98754578 QTUM *,362726360.47,-0.13,-3.28,52.89
83,Flow,FLOW,None,19.77,64444582 FLOW *,264458464.31,0.29,-3.47,29.77
84,dYdX,DYDX,None,22.65,55679060 DYDX *,527703568.63,-0.56,-3.20,0.88
85,Curve DAO Token,CRV,None,2.94,426748438 CRV *,287110829.10,1.56,2.68,31.84
86,Zilliqa,ZIL,None,0.1033,11825624735 ZIL,131636423.80,-0.16,6.66,37.28
87,Ren,REN,None,1.20,997764051 REN *,157958686.11,-0.58,3.22,29.38
88,Synthetix,SNX,None,10.49,114841533 SNX *,135588450.95,-0.04,2.15,12.47
89,Mina,MINA,None,4.69,256097435 MINA *,142726177.17,-1.45,9.62,18.84
90,yearn.finance,YFI,None,31915.42,36638 YFI *,193589578.09,-0.11,3.89,13.12
91,Serum,SRM,None,8.48,133231781 SRM *,295222650.17,0.32,-0.86,22.01
92,Ravencoin,RVN,None,0.1128,9801210000 RVN,73886146.63,0.09,4.37,23.66
93,Basic Attention Token,BAT,None,0.7408,1490668092 BAT *,194169871.12,0.77,5.06,26.92
94,Bitcoin Gold,BTG,None,62.26,17513924 BTG,38112441.21,0.11,2.79,26.49
95,Siacoin,SC,None,0.01836,49071292992 SC,155392856.40,-0.01,13.70,37.79
96,OKB,OKB,None,17.85,60000000 OKB *,360723091.89,-0.06,-1.17,13.91
97,Telcoin,TEL,None,0.01922,54602110195 TEL *,16984616.00,-0.65,5.46,31.31
98,IOST,IOST,None,0.05603,18099719631 IOST *,296619345.29,0.54,4.90,6.67
99,Nexo,NEXO,None,1.76,560000011 NEXO *,9823911.46,0.99,5.18,26.45
100,Perpetual Protocol,PERP,None,13.91,68700000 PERP *,50774878.95,-1.37,-3.43,2.95
101,Pax Dollar,USDP,None,1.00,945642940 USDP *,5557143.85,0.05,0.08,-0.03
102,Audius,AUDIO,None,2.21,411910943 AUDIO *,25264951.95,0.38,-1.28,14.88
103,Horizen,ZEN,None,78.09,11595438 ZEN,38901313.54,0.00,4.10,23.68
