1,Bitcoin,BTC,None,48960.79,18797450 BTC,32646349930.89,0.18,2.63,9.28
2,Ethereum,ETH,None,3224.92,117255680 ETH,18902728234.80,0.31,1.65,6.78
3,Cardano,ADA,None,2.74,32143026588 ADA,6920886096.88,0.81,0.63,29.86
4,Binance Coin,BNB,None,502.79,168137036 BNB *,3289398272.83,0.69,6.61,26.25
5,Tether,USDT,None,1.00,65461434001 USDT *,78253794426.65,0.01,0.01,-0.01
6,XRP,XRP,None,1.17,46513604835 XRP *,4735020572.15,1.32,3.09,2.31
7,Dogecoin,DOGE,None,0.2922,131013874083 DOGE,2518743226.93,0.62,1.21,-3.79
8,USD Coin,USDC,None,1.00,27052649216 USDC *,2658484333.12,-0.01,-0.02,-0.02
9,Polkadot,DOT,None,25.94,987579315 DOT *,1846569890.47,0.83,3.40,8.30
10,Solana,SOL,None,71.95,290803822 SOL *,1551240766.49,1.16,1.81,-0.82
11,Uniswap,UNI,None,27.02,611612289 UNI *,346837563.53,0.67,1.42,1.66
12,Bitcoin Cash,BCH,None,649.31,18827738 BCH,3075170891.15,0.51,1.87,2.35
13,Binance USD,BUSD,None,1.00,12130312704 BUSD *,6540774338.13,0.00,-0.01,-0.01
14,Terra,LUNA,None,29.99,404203448 LUNA *,1096045145.80,-0.78,1.07,-2.76
15,Litecoin,LTC,None,177.60,66752615 LTC,1766315141.31,0.27,2.32,6.10
16,Chainlink,LINK,None,26.52,447509554 LINK *,1415094739.98,1.04,2.98,3.95
17,Polygon,MATIC,None,1.53,6477576924 MATIC *,889188383.20,0.64,3.47,14.00
18,Internet Computer,ICP,None,62.05,156906391 ICP *,555546253.78,0.41,4.64,5.76
19,Wrapped Bitcoin,WBTC,None,48967.06,197524 WBTC *,256634838.58,0.20,2.45,9.28
20,Stellar,XLM,None,0.3585,23601896106 XLM *,651572702.14,0.86,2.21,4.56
21,Ethereum Classic,ETC,None,63.65,129188779 ETC,2840666334.16,0.17,1.17,-0.64
22,VeChain,VET,None,0.1273,64315576989 VET *,1007988700.28,0.70,4.86,6.24
23,Avalanche,AVAX,None,46.12,174032959 AVAX *,1541625993.66,-1.91,-16.68,54.28
24,Filecoin,FIL,None,76.39,99380115 FIL,663545425.47,-0.40,2.65,13.05
25,THETA,THETA,None,7.20,1000000000 THETA *,379953953.40,0.24,1.94,4.90
26,TRON,TRX,None,0.08743,71659657369 TRX *,1155743062.52,0.52,3.32,3.15
27,Dai,DAI,None,1.00,6058399787 DAI *,401292076.49,0.03,0.06,0.09
28,Monero,XMR,None,313.52,17980328 XMR,305885601.34,0.65,1.94,23.68
