1,Bitcoin,BTC,None,44801.19,18790200 BTC,32194123075.34,-0.17,0.24,-1.74
2,Ethereum,ETH,None,3020.09,117161155 ETH,21539248425.07,-0.66,0.17,-4.56
3,Cardano,ADA,None,2.11,32127741925 ADA,4919304569.46,-1.48,9.44,17.27
4,Binance Coin,BNB,None,398.25,168137036 BNB *,2288117049.53,-0.14,-0.91,1.66
5,Tether,USDT,None,1.00,64056734131 USDT *,79562378117.37,-0.02,0.03,-0.01
6,XRP,XRP,None,1.15,46471846087 XRP *,7559385803.01,-0.72,4.36,13.19
7,Dogecoin,DOGE,None,0.3037,130909449761 DOGE,6347995770.35,-1.36,1.43,14.50
8,USD Coin,USDC,None,1.00,27483560430 USDC *,3083898714.90,-0.01,-0.01,0.03
9,Polkadot,DOT,None,23.95,987269677 DOT *,2397153467.77,-0.33,1.76,11.89
10,Solana,SOL,None,72.54,286437583 SOL *,4507409621.92,-0.37,12.98,73.78
11,Uniswap,UNI,None,26.58,587443731 UNI *,647938309.36,-0.22,0.62,-8.34
12,Terra,LUNA,None,30.84,408121021 LUNA *,2464293331.62,4.27,22.22,81.21
13,Binance USD,BUSD,None,1.00,11957324880 BUSD *,5880049057.04,0.00,0.00,0.02
14,Bitcoin Cash,BCH,None,634.43,18821344 BCH,2747890861.27,-0.49,-0.68,2.13
15,Chainlink,LINK,None,25.51,446009554 LINK *,1595189412.00,-0.88,-2.47,-1.67
16,Litecoin,LTC,None,167.40,66752615 LTC,1933140312.10,-0.48,-0.86,-2.07
17,Wrapped Bitcoin,WBTC,None,44809.69,194623 WBTC *,280117052.87,-0.04,0.31,-1.85
18,Polygon,MATIC,None,1.34,6458576924 MATIC *,1067665316.41,-0.51,-0.98,-2.55
19,Ethereum Classic,ETC,None,64.05,129046869 ETC,3329266113.50,-0.69,1.76,5.18
20,Internet Computer,ICP,None,58.67,136899214 ICP *,510869740.06,-1.87,4.75,-12.95
21,Stellar,XLM,None,0.3429,23528668145 XLM *,710374213.70,-0.81,0.35,1.48
22,VeChain,VET,None,0.1198,64315576989 VET *,1196817880.37,-1.54,1.42,7.66
23,THETA,THETA,None,6.86,1000000000 THETA *,426670388.90,-0.84,-1.55,-4.29
24,Filecoin,FIL,None,67.58,97944945 FIL,688364739.72,-0.41,-2.85,-6.08
25,TRON,TRX,None,0.08476,71659657369 TRX *,1118460118.16,-0.27,-0.45,1.65
26,Dai,DAI,None,1.00,6005599705 DAI *,545551934.70,-0.04,0.03,-0.03
27,Avalanche,AVAX,None,29.89,173618348 AVAX *,1170857988.09,4.69,27.03,78.47
28,Aave,AAVE,None,381.00,12960174 AAVE *,564888540.18,-0.32,-0.11,-5.55
29,EOS,EOS,None,5.00,956170685 EOS *,1682680922.72,-0.12,-1.27,4.93
30,Monero,XMR,None,253.50,17975790 XMR,203452806.79,-0.26,-1.08,-5.61
31,PancakeSwap,CAKE,None,21.40,210976494 CAKE *,597219209.42,-0.76,-0.14,8.81
32,FTX Token,FTT,None,46.79,94346958 FTT *,291485694.43,0.43,4.52,-7.43
33,Klaytn,KLAY,None,1.76,2496546780 KLAY *,140632004.77,0.94,5.08,22.50
34,Axie Infinity,AXS,None,69.11,60907500 AXS *,1577246860.87,-0.82,-3.68,4.30
35,Cosmos,ATOM,None,18.00,219958895 ATOM *,603168957.12,5.06,12.52,23.27
