1,Bitcoin,BTC,None,42816.50,18778343 BTC,38226483045.67,0.14,4.76,1.38
2,Ethereum,ETH,None,2890.94,116999161 ETH,26528577879.24,0.08,2.25,17.19
3,Tether,USDT,None,1.00,62001013281 USDT *,69278482397.80,0.01,0.03,0.01
4,Binance Coin,BNB,None,342.14,168137036 BNB *,1623970505.87,0.47,1.26,5.95
5,Cardano,ADA,None,1.40,32096782633 ADA,1882912649.12,0.31,1.13,7.09
6,XRP,XRP,None,0.7465,46417606117 XRP *,2444020491.59,0.26,1.82,-0.75
7,USD Coin,USDC,None,0.9998,27548300471 USDC *,2937467304.79,-0.01,0.02,0.00
8,Dogecoin,DOGE,None,0.2047,130744188515 DOGE,1332579279.35,-0.58,1.85,-1.98
9,Polkadot,DOT,None,20.40,981463458 DOT *,1714827720.81,-0.38,6.63,28.80
10,Uniswap,UNI,None,26.16,587397077 UNI *,507687347.62,-0.66,2.83,24.74
11,Binance USD,BUSD,None,0.9999,12186081604 BUSD *,5578113135.46,-0.02,0.01,0.00
12,Solana,SOL,None,39.45,272637428 SOL *,589190671.39,-0.64,5.60,21.77
13,Chainlink,LINK,None,23.86,444509554 LINK *,1229062846.13,0.06,-0.79,6.92
14,Bitcoin Cash,BCH,None,556.44,18810163 BCH,2137867460.89,0.04,1.43,0.67
15,Litecoin,LTC,None,147.80,66752615 LTC,1830070392.68,-0.19,3.04,1.39
16,Wrapped Bitcoin,WBTC,None,42881.55,194123 WBTC *,322568256.56,0.46,4.86,1.97
17,Polygon,MATIC,None,1.08,6434735794 MATIC *,603613585.65,0.77,1.49,1.07
18,THETA,THETA,None,6.87,1000000000 THETA *,487260366.77,-1.37,-3.02,14.76
19,Ethereum Classic,ETC,None,53.00,128797222 ETC,2036092733.03,-0.20,1.01,3.73
20,Stellar,XLM,None,0.2847,23437307349 XLM *,530329061.99,-0.05,1.54,1.91
21,Internet Computer,ICP,None,48.24,136899214 ICP *,703665239.91,-1.55,14.87,14.43
22,VeChain,VET,None,0.09631,64315576989 VET *,750336007.47,1.13,6.04,12.19
23,Filecoin,FIL,None,64.13,94587686 FIL,869700433.74,2.24,10.86,24.98
24,Terra,LUNA,None,14.50,414198709 LUNA *,453812843.13,-0.47,-0.39,33.68
25,Dai,DAI,None,1.00,5705324239 DAI *,530126811.06,0.01,0.12,-0.03
26,TRON,TRX,None,0.07188,71659657369 TRX *,987326056.97,0.35,2.49,13.61
27,Aave,AAVE,None,369.72,12935220 AAVE *,409919201.77,-0.34,-0.89,14.97
28,Monero,XMR,None,263.04,17967986 XMR,260143244.05,-0.09,4.02,8.34
29,EOS,EOS,None,4.31,955832117 EOS *,1002823764.14,-0.21,2.93,5.94
30,FTX Token,FTT,None,41.19,94346958 FTT *,87513700.20,-0.01,3.19,17.56
31,PancakeSwap,CAKE,None,18.09,206166578 CAKE *,455437051.33,0.87,3.63,19.44
32,Crypto.com Coin,CRO,None,0.1313,25263013692 CRO *,41384055.10,0.08,1.03,2.67
33,The Graph,GRT,None,0.7009,4715735200 GRT *,138044021.45,-0.38,0.03,17.70
34,Maker,MKR,None,3250.06,991328 MKR *,209152836.47,-0.57,-0.86,11.40
35,Bitcoin BEP2,BTCB,None,42689.36,73111 BTCB *,74193426.45,0.25,4.27,1.69
36,Neo,NEO,None,44.41,70538831 NEO *,392954277.71,0.00,1.17,6.33
37,Cosmos,ATOM,None,13.58,219321631 ATOM *,216995434.33,0.33,4.27,11.77
38,Klaytn,KLAY,None,1.19,2493117754 KLAY *,114004259.79,0.87,9.77,13.79
39,UNUS SED LEO,LEO,None,3.02,953954130 LEO *,2182493.24,0.07,0.29,0.82
40,Tezos,XTZ,None,3.35,854984272 XTZ *,131215180.80,0.10,4.06,12.91
41,Bitcoin SV,BSV,None,145.25,18807633 BSV,309463761.50,-0.18,3.40,2.56
42,Algorand,ALGO,None,0.854,3175679616 ALGO *,84440081.00,-0.20,0.32,0.13
43,BitTorrent,BTT,None,0.003825,659952625000 BTT *,634402139.88,1.84,11.27,32.97
44,Amp,AMP,None,0.06174,42227702186 AMP *,83311737.01,1.06,4.20,-15.50
45,Axie Infinity,AXS,None,42.54,60907500 AXS *,607828557.04,-0.14,-0.20,-1.82
46,Avalanche,AVAX,None,14.73,173496906 AVAX *,105878541.30,-1.06,6.44,13.25
47,IOTA,MIOTA,None,0.9196,2779530283 MIOTA *,47579006.96,-0.55,4.42,8.94
48,Compound,COMP,None,466.50,5449930 COMP *,227667493.18,-0.82,-1.77,15.31
49,SHIBA INU,SHIB,None,0.000006312,394796000000000 SHIB *,248522840.34,0.48,1.63,0.34
