1,Bitcoin,BTC,None,46004.48,18788293 BTC,32776876609.70,-0.26,-2.22,-0.78
2,Ethereum,ETH,None,3156.51,117134131 ETH,23080039948.94,-0.88,-4.65,-0.36
3,Binance Coin,BNB,None,417.47,168137036 BNB *,2620571467.47,-0.81,0.69,17.61
4,Cardano,ADA,None,2.08,32127777323 ADA,4479074278.61,-0.89,-4.14,40.73
5,Tether,USDT,None,1.00,63646734131 USDT *,84438013592.03,0.00,-0.02,0.03
6,XRP,XRP,None,1.19,46417606117 XRP *,8364848220.87,-1.50,-7.54,45.50
7,Dogecoin,DOGE,None,0.3207,130882104449 DOGE,6681324186.78,-0.91,-6.07,24.84
8,USD Coin,USDC,None,1.00,27419565421 USDC *,2817667035.95,0.00,0.03,0.03
9,Polkadot,DOT,None,24.54,986806304 DOT *,2668518583.79,-1.57,5.88,18.98
10,Solana,SOL,None,62.43,286294797 SOL *,3799339365.34,-2.82,16.16,61.04
11,Uniswap,UNI,None,29.20,587433282 UNI *,560417708.54,-1.38,-3.47,2.82
12,Bitcoin Cash,BCH,None,675.85,18819663 BCH,2672034529.68,-1.09,-3.89,14.07
13,Chainlink,LINK,None,28.08,446009554 LINK *,1983160446.66,-0.97,0.65,15.63
14,Binance USD,BUSD,None,1.00,11910425631 BUSD *,5888144038.30,0.00,0.02,0.01
15,Litecoin,LTC,None,178.85,66752615 LTC,2512505149.35,-1.24,-3.27,7.41
16,Polygon,MATIC,None,1.43,6458576924 MATIC *,1227247699.29,-1.44,-2.65,26.59
17,Terra,LUNA,None,22.00,410518004 LUNA *,1445575643.41,-1.18,14.08,57.49
18,Ethereum Classic,ETC,None,69.39,128983767 ETC,4156604958.34,-0.80,-7.36,17.29
19,Wrapped Bitcoin,WBTC,None,46012.88,194623 WBTC *,229148498.80,-0.30,-2.49,-0.58
20,Stellar,XLM,None,0.3732,23527063308 XLM *,1062173832.59,-1.83,-4.70,24.74
21,Internet Computer,ICP,None,61.28,136899214 ICP *,599483659.48,-1.85,-3.49,-4.97
22,VeChain,VET,None,0.1295,64315576989 VET *,1260299465.92,-0.87,-6.97,22.10
23,THETA,THETA,None,7.64,1000000000 THETA *,652124438.63,0.16,2.32,12.72
24,Filecoin,FIL,None,73.49,96725418 FIL,950408693.32,-0.97,0.41,8.44
25,TRON,TRX,None,0.08966,71659657369 TRX *,1621564864.84,-1.16,-3.69,21.11
26,Dai,DAI,None,1.00,5990105237 DAI *,441299031.90,0.02,-0.11,-0.04
27,Aave,AAVE,None,414.48,12949873 AAVE *,671313775.86,-1.10,0.90,10.53
28,EOS,EOS,None,5.54,956114248 EOS *,2326880262.74,-1.88,-2.62,22.04
29,Monero,XMR,None,267.87,17974511 XMR,227863348.69,-1.35,-1.60,-0.86
30,Klaytn,KLAY,None,1.82,2495991961 KLAY *,131340753.76,-1.13,-5.74,47.30
31,PancakeSwap,CAKE,None,21.40,210049075 CAKE *,553829148.72,-1.32,1.92,16.63
32,FTX Token,FTT,None,47.23,94346958 FTT *,591982101.83,2.14,-8.24,-3.39
33,Axie Infinity,AXS,None,66.59,60907500 AXS *,814431756.34,-0.39,-1.49,52.35
34,The Graph,GRT,None,0.8616,4715735200 GRT *,205626685.43,-0.98,-4.08,21.36
35,Neo,NEO,None,56.60,70538831 NEO *,653851984.67,-1.08,-3.98,21.40
36,Crypto.com Coin,CRO,None,0.1479,25263013692 CRO *,38100940.84,-0.42,-1.94,4.04
37,Bitcoin BEP2,BTCB,None,45927.57,78120 BTCB *,38296350.34,-0.71,-2.42,-0.33
38,SHIBA INU,SHIB,None,0.000009054,394796000000000 SHIB *,1002600514.50,-0.98,5.59,18.36
39,Maker,MKR,None,3587.99,991328 MKR *,174879656.43,-1.19,-5.72,6.58
40,Cosmos,ATOM,None,15.85,219854218 ATOM *,302192014.37,-1.33,-0.33,15.87
41,Avalanche,AVAX,None,19.18,173574032 AVAX *,252835090.37,-2.28,2.06,18.18
42,Bitcoin SV,BSV,None,166.82,18816683 BSV,436197480.28,-1.44,-3.21,5.78
43,Tezos,XTZ,None,3.65,855889119 XTZ *,189184931.06,-1.37,-2.49,10.97
44,Algorand,ALGO,None,0.9494,3257429617 ALGO *,197756775.01,-1.02,-4.72,10.99
45,IOTA,MIOTA,None,1.11,2779530283 MIOTA *,76953109.02,-1.55,-5.32,20.60
46,BitTorrent,BTT,None,0.004606,659952625000 BTT *,634183376.37,-0.86,-4.38,19.14
47,UNUS SED LEO,LEO,None,2.99,953954130 LEO *,2233571.75,-0.10,-0.15,0.73
48,Elrond,EGLD,None,136.69,19301641 EGLD *,93338458.38,0.21,-0.01,1.33
49,Waves,WAVES,None,23.51,105917998 WAVES *,179058540.65,-0.55,-5.68,35.95
50,Compound,COMP,None,471.73,5473100 COMP *,415913241.29,-1.21,-3.62,0.81
51,Amp,AMP,None,0.06015,42227702186 AMP *,34535927.29,-0.65,-0.19,-1.49
52,Kusama,KSM,None,301.52,8470098 KSM *,417291348.25,-2.17,9.97,35.82
53,Huobi Token,HT,None,14.87,165513846 HT *,564332752.91,-0.40,10.73,16.74
54,Decred,DCR,None,174.62,13221236 DCR,16960779.41,-0.29,-0.24,10.69
55,Hedera Hashgraph,HBAR,None,0.2442,9295064437 HBAR *,261498204.57,-1.29,-3.15,10.16
56,TerraUSD,UST,None,1.00,2129047826 UST *,105201947.10,-0.17,-0.26,-0.20
57,Chiliz,CHZ,None,0.3574,5893953382 CHZ *,401002930.39,-1.17,-3.57,15.19
58,Dash,DASH,None,202.09,10283648 DASH,355403655.93,-1.31,-6.08,12.62
59,THORChain,RUNE,None,8.69,226839203 RUNE *,186124870.47,-2.73,3.31,26.69
60,Holo,HOT,None,0.01136,172794036341 HOT *,227893536.39,-1.20,-3.74,32.71
61,NEM,XEM,None,0.2147,8999999999 XEM *,142026606.57,-1.97,-1.55,17.22
62,Theta Fuel,TFUEL,None,0.3586,5301214400 TFUEL *,188152874.87,0.27,3.92,17.21
63,Zcash,ZEC,None,150.76,12443219 ZEC,327317883.89,-2.11,-2.37,15.04
64,Quant,QNT,None,153.23,12072738 QNT *,39673618.05,0.76,-7.41,0.97
65,Stacks,STX,None,1.49,1215152870 STX *,90864229.37,-1.15,4.93,10.78
66,Helium,HNT,None,18.01,95704665 HNT,41669473.96,-3.11,0.01,24.42
67,SushiSwap,SUSHI,None,12.64,127244443 SUSHI *,607591190.18,-1.81,0.23,28.56
68,XinFin Network,XDC,None,0.1258,12288179549 XDC *,12609495.44,-1.15,-11.20,32.89
69,Decentraland,MANA,None,0.8512,1795394043 MANA *,216828464.05,-1.11,-2.06,12.91
70,NEAR Protocol,NEAR,None,3.48,434595234 NEAR *,109220152.61,1.36,7.45,29.10
71,Celsius,CEL,None,6.21,238863520 CEL *,20041889.69,-0.36,-0.76,-4.23
72,yearn.finance,YFI,None,39462.44,36635 YFI *,327836135.73,-1.33,-1.00,16.06
73,Synthetix,SNX,None,12.19,114841533 SNX *,152578704.40,-1.08,-5.30,19.81
