1,Bitcoin,BTC,None,45585.03,18782375 BTC,33546019517.40,0.28,-1.68,19.48
2,Ethereum,ETH,None,3141.69,117053416 ETH,27605221709.56,-0.32,-0.83,25.55
3,Binance Coin,BNB,None,371.95,168137036 BNB *,2150475825.83,0.39,4.79,15.25
4,Tether,USDT,None,1.00,62556234131 USDT *,74336970320.19,0.03,0.02,0.00
5,Cardano,ADA,None,1.67,32096725696 ADA,3460499377.40,0.94,13.19,22.53
6,XRP,XRP,None,0.8512,46417606117 XRP *,4002349583.69,0.03,3.99,19.43
7,Dogecoin,DOGE,None,0.2573,130799611236 DOGE,3424415503.82,0.52,0.17,31.31
8,USD Coin,USDC,None,0.9999,27997701453 USDC *,2931130333.49,0.03,0.01,-0.03
9,Polkadot,DOT,None,20.61,985164595 DOT *,1436590205.17,0.70,-0.06,18.87
10,Uniswap,UNI,None,28.76,587409104 UNI *,735525294.89,-0.44,1.25,35.15
11,Binance USD,BUSD,None,0.9999,12093046835 BUSD *,5082250256.21,0.03,0.00,-0.04
12,Solana,SOL,None,40.64,272637428 SOL *,452480699.44,0.20,4.83,19.54
13,Bitcoin Cash,BCH,None,592.38,18813769 BCH,2207047183.51,0.30,-0.02,10.31
14,Litecoin,LTC,None,165.46,66752615 LTC,2379906343.67,0.26,-0.63,19.65
15,Chainlink,LINK,None,24.57,444509554 LINK *,1130326992.13,0.35,1.15,2.89
16,Internet Computer,ICP,None,71.54,136899214 ICP *,1291760541.85,1.05,10.95,86.07
17,Wrapped Bitcoin,WBTC,None,45588.17,194623 WBTC *,287613246.85,0.25,-1.50,19.51
18,Ethereum Classic,ETC,None,58.87,128881264 ETC,2726719326.94,0.35,-0.48,19.24
19,Polygon,MATIC,None,1.16,6446735794 MATIC *,827611522.92,0.95,2.66,13.62
20,Stellar,XLM,None,0.31,23447306870 XLM *,685222151.73,0.09,3.62,13.08
21,Terra,LUNA,None,16.75,413079060 LUNA *,660568976.63,2.46,19.89,13.78
22,THETA,THETA,None,6.94,1000000000 THETA *,313640624.81,0.71,2.30,17.60
23,VeChain,VET,None,0.1063,64315576989 VET *,801811284.39,0.31,0.26,25.16
24,Filecoin,FIL,None,66.72,95428505 FIL,621114680.19,0.04,-1.55,23.15
25,Dai,DAI,None,1.00,5821516978 DAI *,480354477.31,0.03,-0.03,-0.01
26,TRON,TRX,None,0.07466,71659657369 TRX *,1122106248.09,0.40,0.84,16.80
27,Aave,AAVE,None,383.81,12944834 AAVE *,434713237.91,-0.72,2.35,24.62
28,Monero,XMR,None,266.17,17970618 XMR,228553925.49,0.90,-1.49,18.20
29,FTX Token,FTT,None,48.92,94346958 FTT *,142630627.97,0.07,0.05,36.20
30,EOS,EOS,None,4.59,955944962 EOS *,1144026047.04,-0.18,1.22,14.41
31,Axie Infinity,AXS,None,64.05,60907500 AXS *,4253075409.87,4.01,46.52,67.43
32,PancakeSwap,CAKE,None,18.86,207620185 CAKE *,451388854.74,-0.20,2.80,16.17
