1,Bitcoin,BTC,None,63226.40,18862012 BTC,37746665647.11,0.43,3.64,4.74
2,Ethereum,ETH,None,4584.80,118183279 ETH,20794448222.01,0.94,6.02,10.98
3,Binance Coin,BNB,None,554.45,166801148 BNB *,2401108111.76,-0.37,0.58,15.99
4,Tether,USDT,None,1.00,70545760761 USDT *,149878312204.24,0.05,0.05,0.06
5,Solana,SOL,None,220.24,300937720 SOL *,3020087232.15,2.60,8.20,10.23
6,Cardano,ADA,None,1.97,33270327954 ADA,2459979880.71,0.49,1.10,-7.83
7,XRP,XRP,None,1.14,47081679946 XRP *,3609677729.00,0.95,3.96,2.54
8,Polkadot,DOT,None,51.63,987579315 DOT *,3755226109.40,-0.21,3.30,15.03
9,SHIBA INU,SHIB,None,0.00006892,549095509738353 SHIB *,5316969433.82,0.23,-3.83,44.18
10,Dogecoin,DOGE,None,0.2731,131956982380 DOGE,2336414475.81,-0.17,0.51,6.80
11,USD Coin,USDC,None,0.9999,33356190731 USDC *,4521578459.59,0.03,0.00,-0.02
12,Terra,LUNA,None,44.76,400087484 LUNA *,586225495.19,0.76,1.58,2.03
13,Uniswap,UNI,None,26.17,627596089 UNI *,273444353.45,1.09,2.11,-1.45
14,Chainlink,LINK,None,32.27,462509554 LINK *,1026698067.07,0.76,2.22,-0.73
15,Avalanche,AVAX,None,67.58,220286577 AVAX *,437288364.50,0.45,3.86,-1.87
16,Wrapped Bitcoin,WBTC,None,63261.32,230261 WBTC *,418889207.85,0.37,3.61,4.66
17,Litecoin,LTC,None,200.72,68887408 LTC,2197205822.98,0.09,1.60,1.65
18,Binance USD,BUSD,None,1.00,13704966706 BUSD *,7870893586.08,0.05,0.03,-0.01
19,Polygon,MATIC,None,1.94,6783681381 MATIC *,1218148028.96,0.71,1.77,11.61
20,Algorand,ALGO,None,1.86,6205626498 ALGO *,310956867.34,0.52,1.54,-8.64
21,Bitcoin Cash,BCH,None,598.34,18889531 BCH,1047259622.76,-0.02,1.82,-2.17
22,Stellar,XLM,None,0.3818,24199202402 XLM *,625727471.26,1.23,4.17,2.25
23,VeChain,VET,None,0.1401,64315576989 VET *,567514231.13,-0.11,2.32,-0.18
24,Axie Infinity,AXS,None,140.35,60907500 AXS *,668180093.78,-0.49,2.40,8.81
