1,Bitcoin,BTC,None,44338.80,18953362 BTC,23245887299.61,-0.53,0.50,19.99
2,Ethereum,ETH,None,3239.46,119514444 ETH,13951308490.42,-0.35,3.74,20.75
3,Tether,USDT,None,1.00,77926851088 USDT *,53386706330.65,0.00,0.01,0.04
4,BNB,BNB,None,422.47,165116761 BNB *,1601745132.27,-0.25,3.35,14.97
5,USD Coin,USDC,None,0.9996,51847135961 USDC *,2902479207.18,-0.02,0.04,-0.04
6,XRP,XRP,None,0.8706,47832461678 XRP *,3760269362.09,-2.96,-0.86,44.75
7,Cardano,ADA,None,1.19,33592693132 ADA,1239455608.67,-0.64,1.37,16.12
8,Solana,SOL,None,114.02,317465038 SOL *,1844036035.28,-0.88,0.37,11.96
9,Terra,LUNA,None,57.29,401356066 LUNA *,1369057270.21,-0.22,-0.01,20.44
10,Avalanche,AVAX,None,90.02,245288408 AVAX *,1053167953.85,-0.19,3.92,32.62
11,Polkadot,DOT,None,21.93,987579315 DOT *,952902519.48,-0.52,1.11,16.67
12,Dogecoin,DOGE,None,0.1591,132670764300 DOGE,778670798.06,-0.33,0.45,15.95
13,Shiba Inu,SHIB,None,0.00003284,549063278876302 SHIB *,2365650707.86,-0.41,5.68,59.19
14,Binance USD,BUSD,None,1.00,17329138005 BUSD *,3805589181.84,0.12,-0.02,0.16
15,Polygon,MATIC,None,2.04,7464070292 MATIC *,1429153482.47,0.43,4.83,32.49
16,Crypto.com Coin,CRO,None,0.5146,25263013692 CRO *,158048152.59,-0.13,5.57,27.71
17,Wrapped Bitcoin,WBTC,None,44407.04,261914 WBTC *,172962178.86,-0.28,0.73,20.04
18,TerraUSD,UST,None,0.9999,11256533768 UST *,224315813.72,0.15,-0.01,-0.10
19,Dai,DAI,None,0.9999,10179879612 DAI *,319686505.47,-0.05,0.02,0.00
20,Litecoin,LTC,None,140.17,69604682 LTC,1036393461.35,-0.03,4.61,29.12
21,Cosmos,ATOM,None,30.90,286370297 ATOM *,651907950.85,-0.40,1.38,17.16
22,Chainlink,LINK,None,18.64,467009550 LINK *,595027111.35,-0.23,1.17,17.85
23,NEAR Protocol,NEAR,None,12.98,634396215 NEAR *,491441597.98,0.32,1.36,18.66
24,Uniswap,UNI,None,12.33,631420608 UNI *,230628375.33,-0.08,3.07,17.23
25,TRON,TRX,None,0.06982,101791856580 TRX *,1096017424.12,-0.20,2.45,19.05
26,Algorand,ALGO,None,1.04,6562994839 ALGO *,264069776.97,-0.47,1.12,12.23
27,FTX Token,FTT,None,47.91,138024908 FTT *,155450453.16,-0.43,3.09,11.61
28,Bitcoin Cash,BCH,None,345.83,18978750 BCH,4141759132.49,-0.35,2.85,24.14
29,UNUS SED LEO,LEO,None,6.83,953954130 LEO *,21651232.99,-1.09,-8.98,65.55
30,Decentraland,MANA,None,3.34,1832140898 MANA *,927141596.54,-0.79,-4.02,31.36
31,Stellar,XLM,None,0.2388,24891671293 XLM *,378548242.27,-0.94,-1.66,23.75
32,Fantom,FTM,None,2.25,2545006273 FTM *,640104101.52,-0.74,1.87,17.08
33,The Sandbox,SAND,None,4.70,1035054385 SAND *,958885046.12,-1.57,-2.24,28.19
